"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-APC-A :: CD19","Comp-APC-Cy7-A :: CD4","Comp-AmCyan-A :: L_D","Comp-BV711-A :: CD8","Comp-FITC-A :: CD49b","Comp-PE-A :: CD45","Comp-PE-Cy7-A :: TCRb","Comp-Pacific Blue-A :: NKp46","Time"
338,294,294,80,75,274,255,514,468,233,469,723,668,245,10
487,451,276,63,61,266,256,515,569,227,414,672,653,241,12
337,309,279,56,54,267,226,500,445,246,321,702,576,232,14
401,366,280,98,89,282,231,491,548,228,413,740,545,235,14
314,287,280,97,84,295,250,573,591,254,364,756,602,244,15
348,315,283,65,63,264,235,544,372,223,331,726,605,241,16
402,339,304,105,96,279,245,593,614,244,485,766,687,230,19
377,351,275,48,46,266,258,483,453,216,322,679,535,241,20
252,221,292,74,68,279,247,527,434,219,278,746,533,244,22
371,342,278,75,72,267,249,441,532,231,438,712,519,243,22
416,381,280,61,58,268,232,485,401,242,269,664,655,228,23
306,277,283,55,52,268,239,425,388,247,281,761,555,229,23
401,373,275,64,62,265,237,466,579,222,306,756,432,243,24
393,362,278,84,79,271,253,518,541,228,452,688,549,233,24
479,450,273,63,60,268,232,403,490,230,365,724,532,247,29
265,230,294,111,102,278,237,526,490,233,299,714,535,240,30
353,326,277,39,37,269,256,500,382,234,283,674,566,225,37
420,384,280,66,64,265,242,411,494,228,421,675,557,244,42
502,456,282,107,100,272,260,539,577,247,401,767,634,229,47
193,170,290,97,85,294,264,515,521,231,220,697,609,237,48
383,349,282,98,88,284,238,551,561,233,344,694,583,245,52
390,350,286,115,105,281,257,571,480,218,284,718,604,244,53
397,372,274,66,63,267,278,467,540,220,424,704,566,233,56
449,416,276,106,95,285,267,501,555,226,392,725,546,247,56
431,394,280,111,104,273,249,505,525,233,362,758,569,237,56
245,222,282,124,112,283,251,519,524,257,382,747,576,238,58
313,302,266,102,90,288,261,491,457,230,364,742,524,251,61
349,300,297,122,110,284,282,596,503,215,145,799,567,248,62
398,371,275,102,94,278,248,480,536,226,340,739,619,239,64
401,372,276,84,81,265,257,527,571,236,292,718,676,233,69
315,282,286,79,71,284,249,487,480,232,268,760,635,244,72
446,411,278,64,61,268,250,492,317,247,266,737,620,223,76
259,254,262,86,75,293,257,501,549,226,493,726,515,253,77
268,235,292,69,63,280,246,516,477,252,295,761,569,233,79
421,372,290,127,116,279,251,549,555,218,437,796,606,247,82
365,342,273,53,50,273,248,521,541,221,247,710,587,223,83
354,322,282,60,57,272,258,474,507,227,362,694,601,240,83
269,240,287,94,87,276,245,490,456,229,384,751,553,235,84
196,171,292,87,79,280,241,459,549,228,251,672,400,234,88
238,224,272,84,76,283,236,554,472,221,250,688,582,241,91
354,322,281,59,56,268,250,511,443,221,375,777,614,242,91
386,348,283,85,80,272,259,581,561,219,253,685,642,246,93
359,323,284,85,77,281,265,451,478,234,350,746,651,265,94
238,214,285,86,80,275,249,462,555,224,387,786,562,241,95
210,183,295,147,131,288,229,528,566,236,241,797,681,233,103
359,321,286,106,96,281,234,553,525,257,385,684,651,251,104
454,418,278,54,52,264,239,436,472,230,392,738,627,246,104
373,341,280,84,81,266,233,454,533,229,415,714,504,236,107
298,266,287,136,123,282,261,558,587,230,320,814,567,263,109
408,382,274,108,103,268,251,531,589,228,427,713,660,238,110
297,251,303,165,143,296,257,600,614,237,501,756,705,244,116
378,332,292,179,158,291,263,559,627,233,538,816,685,236,122
364,331,281,68,62,284,240,476,401,239,344,717,580,255,122
368,339,278,56,53,272,244,479,569,217,374,729,632,240,123
278,247,289,59,54,277,239,512,496,243,370,733,572,234,124
177,147,307,88,83,271,252,470,489,253,240,593,453,242,126
358,326,281,101,93,277,238,539,589,234,475,778,629,236,128
305,273,286,61,59,266,247,527,599,246,373,699,598,229,128
492,463,272,99,93,272,232,590,552,223,331,732,603,240,128
312,281,284,75,73,263,242,427,321,230,431,742,619,226,129
454,411,283,102,95,274,229,450,530,234,439,765,603,252,130
240,210,293,40,36,284,238,477,691,247,323,740,611,231,133
355,318,286,68,64,271,247,545,547,238,334,701,559,228,134
280,250,287,103,99,266,249,520,474,247,413,718,484,237,135
458,422,277,76,73,265,248,460,482,230,506,739,552,247,137
329,294,287,87,82,272,258,548,578,234,290,701,570,239,138
303,278,279,61,57,272,234,518,477,250,233,708,664,217,139
287,259,284,61,58,271,237,482,505,230,215,699,508,243,141
324,298,278,82,77,272,250,471,533,224,326,696,526,233,145
380,344,283,69,63,277,226,496,480,223,322,810,716,247,145
340,302,287,104,97,274,251,531,551,233,391,718,530,229,145
438,402,279,80,72,283,261,531,498,235,287,782,595,242,148
350,320,280,54,51,268,244,543,516,228,211,694,534,220,148
470,435,277,99,95,268,234,484,504,232,361,665,681,246,151
228,200,291,75,69,277,244,529,469,211,196,755,501,247,154
352,314,287,75,71,272,248,465,574,229,473,675,567,238,155
377,336,288,67,63,272,265,488,567,222,380,720,664,243,155
436,394,283,98,89,281,236,538,583,218,339,709,600,239,158
297,255,298,123,108,293,264,581,490,225,494,701,603,251,158
448,408,281,89,81,281,225,514,565,244,383,701,484,272,164
379,355,274,41,37,277,221,470,396,220,326,688,458,232,164
296,266,285,75,69,279,239,513,538,234,418,752,585,244,166
