"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-APC-A :: CD19","Comp-APC-Cy7-A :: CD4","Comp-AmCyan-A :: L_D","Comp-BV711-A :: CD8","Comp-FITC-A :: CD49b","Comp-PE-A :: CD45","Comp-PE-Cy7-A :: TCRb","Comp-Pacific Blue-A :: NKp46","Time"
302,276,281,63,60,268,258,538,527,222,205,735,655,240,12
439,404,279,110,98,287,275,633,593,215,537,797,689,238,13
240,212,290,82,76,277,238,458,455,250,258,687,440,228,13
411,377,279,73,68,272,246,513,437,222,358,713,693,236,14
304,272,286,151,132,294,256,608,593,245,504,769,654,236,21
481,440,280,87,83,269,257,509,566,221,330,706,626,224,22
317,291,279,54,51,270,247,531,552,241,272,728,688,228,23
410,369,284,84,80,268,237,543,403,221,373,697,726,246,26
474,429,283,77,62,322,243,524,556,240,161,676,590,254,30
202,172,300,125,112,288,228,551,577,221,244,746,530,229,31
426,391,279,66,64,262,237,525,481,221,398,688,683,242,31
309,282,281,70,64,278,256,532,600,227,397,728,647,241,33
348,288,309,185,170,278,228,599,606,227,385,742,632,234,34
403,371,278,62,57,276,241,496,540,246,286,704,637,224,35
444,417,272,84,76,283,234,581,454,226,327,693,566,239,36
415,381,279,73,68,273,224,485,494,226,336,701,527,225,38
400,365,280,77,70,281,262,564,408,226,405,705,551,237,39
285,257,284,80,73,282,249,549,451,224,321,719,579,241,42
539,403,342,108,72,386,271,514,739,228,300,720,693,282,43
424,386,281,66,63,268,241,572,555,244,311,716,706,246,45
529,500,271,47,45,267,249,523,522,237,350,671,689,224,47
290,263,283,80,77,268,224,479,546,275,418,715,654,239,51
290,267,278,91,82,285,244,551,391,219,247,726,639,237,53
548,459,306,200,166,308,248,599,603,230,416,822,655,265,60
574,533,275,88,81,281,236,503,582,235,352,696,544,244,60
247,225,281,111,101,282,236,597,537,223,374,690,600,238,67
433,396,279,48,46,265,227,551,545,228,409,689,706,238,68
258,231,286,120,108,284,235,523,654,228,333,734,679,231,73
205,184,285,106,95,285,241,532,609,213,419,758,709,220,74
384,347,283,72,67,274,228,513,536,240,327,740,704,236,76
509,464,281,79,75,271,258,515,515,248,343,667,462,255,76
368,342,276,86,78,283,229,481,544,225,342,723,579,248,76
416,384,277,58,56,265,232,510,526,230,323,700,631,247,78
267,245,279,70,60,301,255,580,636,230,283,688,519,256,78
333,307,277,52,50,269,231,489,511,222,220,713,677,229,79
451,413,280,81,75,278,238,555,615,236,508,717,657,235,80
312,287,279,54,51,271,207,510,485,221,205,696,563,236,81
323,290,285,77,69,284,240,529,445,226,379,726,544,257,83
362,334,277,48,46,271,239,498,519,235,321,693,620,236,89
257,229,288,96,88,280,278,528,588,258,444,721,584,250,90
343,312,282,73,69,271,229,551,462,244,340,722,670,243,91
403,373,276,54,53,262,237,512,483,225,331,691,699,228,98
309,270,292,60,55,278,232,584,489,219,306,714,716,228,100
476,434,281,71,68,269,238,546,549,222,343,676,695,243,105
312,288,277,74,66,289,255,602,423,226,429,717,621,257,114
313,273,294,136,114,305,266,621,666,256,507,754,699,241,114
609,570,273,54,52,265,240,497,553,225,388,711,615,229,116
429,395,278,49,47,267,233,505,519,228,412,599,503,241,122
762,675,289,188,157,306,258,649,596,235,478,796,668,252,124
306,254,309,99,91,280,243,568,547,242,404,678,682,246,125
336,301,285,77,72,274,258,445,718,243,289,689,518,223,127
376,347,277,73,69,270,233,597,537,247,394,703,676,235,129
408,378,276,50,48,265,239,477,531,262,390,685,610,236,132
354,320,283,84,79,271,261,567,603,222,379,694,578,218,132
403,332,310,213,179,306,249,643,658,245,464,795,678,228,133
332,300,283,80,73,278,248,532,464,259,399,692,621,232,139
388,351,283,59,55,275,275,517,553,236,388,688,626,236,141
309,258,306,102,91,285,253,538,557,241,197,787,759,235,141
480,442,278,54,53,263,224,520,574,253,323,709,684,240,146
457,425,275,94,87,278,235,400,516,238,408,732,519,227,148
317,303,268,98,89,282,253,396,686,248,219,718,383,247,156
367,333,282,91,86,272,247,464,520,230,434,677,581,240,157
322,295,280,89,86,265,229,467,483,237,378,663,626,247,161
351,332,271,65,59,280,241,580,445,230,275,642,500,241,163
358,332,276,46,44,270,244,546,444,230,407,687,642,251,166
379,317,306,243,197,315,254,571,616,220,478,802,582,250,167
338,303,286,68,63,274,234,510,487,224,384,716,607,245,169
733,683,275,134,123,279,247,592,541,235,467,749,667,246,173
463,428,277,50,47,272,254,546,566,236,437,711,665,232,183
356,334,273,55,51,275,239,421,450,218,270,696,480,246,186
215,195,283,145,128,290,251,595,565,221,458,782,577,230,188
303,277,280,68,62,277,233,563,570,222,370,690,650,231,190
454,413,281,75,72,266,246,504,536,229,428,704,609,242,190
327,298,281,52,49,270,240,532,545,221,359,711,688,227,191
465,339,351,493,348,363,309,559,715,237,496,707,652,263,194
426,394,277,77,71,275,220,577,461,241,359,746,720,245,198
284,258,281,111,97,293,276,595,595,238,394,680,601,241,198
522,428,312,251,215,300,298,631,646,246,561,786,716,246,199
245,225,279,161,138,299,262,616,635,230,473,747,598,234,210
304,251,311,123,103,304,253,586,563,231,315,777,661,246,214
428,393,279,79,74,272,248,540,524,242,459,738,551,250,216
391,341,293,98,92,273,250,562,542,220,357,706,692,233,217
193,171,289,76,69,280,250,513,521,219,298,705,501,238,220
300,264,292,119,107,285,247,509,608,248,358,787,761,246,222
288,268,275,45,42,275,253,512,401,235,258,705,635,230,224
315,286,282,51,49,267,221,507,530,225,353,712,608,236,226
433,399,278,59,57,268,230,532,530,240,439,682,601,227,226
416,392,272,44,44,259,235,416,485,223,297,622,579,237,227
361,332,279,63,59,272,255,512,467,258,284,739,668,218,230
370,339,280,71,68,267,224,564,490,231,175,695,557,229,231
414,379,279,127,119,273,252,519,604,230,386,732,558,232,232
270,236,292,120,113,273,219,604,589,226,374,712,713,233,232
366,333,282,70,66,270,252,544,504,226,268,703,638,269,234
525,486,277,91,75,310,258,422,560,226,333,702,600,242,239
657,489,344,224,171,334,303,560,636,248,511,749,516,259,239
272,245,284,91,84,276,232,579,374,249,379,739,535,248,240
469,422,285,116,108,275,241,546,560,236,390,712,699,233,242
358,325,282,86,81,272,271,469,448,251,383,673,634,240,246
460,419,281,79,74,272,229,495,448,246,460,697,515,236,246
444,417,273,47,44,268,250,552,507,245,395,696,701,263,247
420,388,277,93,84,283,241,567,480,262,448,737,655,229,247
375,349,275,52,47,283,238,564,453,219,266,723,680,244,248
191,157,311,116,102,290,254,542,504,248,154,725,509,243,248
395,364,278,66,56,303,245,500,512,233,412,709,683,253,253
374,346,277,41,40,267,231,519,480,246,354,665,642,238,255
298,269,283,57,49,297,241,542,540,240,290,682,681,238,256
375,342,281,84,80,271,241,445,566,240,341,722,656,224,259
206,180,293,121,109,284,221,577,500,228,312,754,599,237,264
392,357,281,60,57,269,233,528,521,248,201,704,687,250,266
433,390,284,85,79,274,246,495,589,219,425,790,676,239,266
378,335,289,149,136,280,258,610,532,229,336,744,684,256,267
605,541,286,157,138,291,276,550,616,235,540,831,772,259,269
442,408,277,76,73,266,240,528,551,234,424,712,702,236,269
480,435,282,186,165,289,241,599,583,256,463,761,638,256,272
501,471,272,133,120,283,236,579,588,235,275,717,687,251,275
409,369,284,60,56,277,247,512,468,243,315,714,633,258,275
394,367,275,53,50,269,214,560,494,214,294,733,690,218,278
373,339,282,80,76,269,219,478,525,217,305,669,568,232,280
324,295,282,54,50,275,235,508,448,225,296,678,622,223,283
350,319,281,77,73,269,249,519,427,227,295,688,569,248,288
348,313,284,85,78,279,232,548,501,223,335,799,615,232,293
294,264,285,40,37,274,258,535,428,226,293,713,685,254,294
330,298,283,71,65,283,238,490,571,241,296,701,676,247,294
275,245,286,122,109,287,240,605,553,237,241,733,656,244,294
437,407,275,100,90,283,212,553,514,225,208,718,682,247,296
168,158,272,111,96,296,251,618,494,215,283,725,697,246,299
233,209,286,40,39,266,255,512,584,217,253,688,478,232,300
310,276,287,48,45,272,232,520,574,222,274,710,646,236,301
466,437,273,107,96,284,252,584,594,225,441,748,626,228,315
388,361,275,139,127,280,234,627,494,244,251,756,656,249,318
422,380,285,78,73,272,247,611,565,220,328,717,523,239,318
372,341,279,94,82,293,254,489,579,225,309,746,538,231,318
360,330,279,106,94,287,230,541,551,216,457,706,574,238,318
452,415,279,66,64,267,249,553,542,233,371,702,614,245,318
443,409,277,93,87,273,252,569,571,237,351,749,701,244,319
346,321,276,60,59,263,219,518,488,237,243,691,695,230,319
523,480,278,58,55,270,244,530,566,243,308,680,602,240,321
291,261,285,74,67,280,263,577,487,225,383,719,642,236,322
458,417,282,79,76,267,226,512,541,236,404,692,610,240,324
204,189,278,149,135,284,263,495,565,230,448,792,660,248,326
389,361,276,41,39,269,253,481,364,260,263,685,571,244,327
406,379,274,55,52,267,255,457,556,231,357,675,623,250,327
265,231,294,104,94,284,240,532,442,223,455,739,650,241,330
359,318,289,154,139,282,240,589,530,245,317,776,637,244,332
703,603,298,197,162,311,269,599,624,277,400,820,638,255,335
859,708,311,333,277,308,267,512,712,268,492,653,568,283,336
421,384,281,47,44,274,256,543,557,237,302,710,626,237,339
455,428,272,95,87,280,249,559,519,225,502,679,628,246,342
412,378,279,67,62,276,273,495,506,233,312,732,512,237,343
301,261,296,103,91,289,257,620,547,236,276,739,589,238,344
290,259,286,55,53,268,224,525,479,233,269,698,685,252,356
377,337,286,97,90,274,240,588,443,236,406,674,608,234,357
327,298,281,49,46,278,216,556,350,235,202,745,597,252,358
342,302,289,72,67,274,254,495,537,239,361,708,624,242,359
332,304,280,76,71,274,228,581,538,225,381,756,682,245,361
373,338,282,122,110,285,227,512,575,238,436,755,584,232,361
411,367,287,171,151,290,264,591,550,245,409,783,684,258,361
440,408,276,139,116,307,262,589,666,261,509,802,677,308,362
391,357,280,49,46,270,226,490,491,248,366,675,591,220,363
351,319,282,143,134,273,241,539,506,236,357,762,683,247,365
364,333,279,107,98,279,264,513,543,231,320,708,522,242,365
373,338,282,132,114,297,254,604,583,226,415,802,673,235,366
223,184,310,126,116,278,254,568,558,243,427,760,634,254,366
272,247,282,66,62,272,233,513,312,230,365,724,663,242,368
397,370,274,128,110,298,243,602,517,235,512,754,732,266,368
346,320,277,93,84,282,234,530,610,228,405,770,616,258,368
298,271,282,69,65,272,247,561,521,244,367,724,660,250,377
293,261,288,43,40,277,246,509,425,226,354,681,610,234,379
194,165,301,59,55,274,251,463,559,227,396,716,615,232,383
336,308,280,119,108,281,261,487,599,244,381,808,689,247,384
261,231,289,91,84,276,250,557,495,242,451,708,724,250,385
