"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-APC-A :: CD19","Comp-APC-Cy7-A :: CD4","Comp-AmCyan-A :: L_D","Comp-BV711-A :: CD8","Comp-FITC-A :: CD49b","Comp-PE-A :: CD45","Comp-PE-Cy7-A :: TCRb","Comp-Pacific Blue-A :: NKp46","Time"
294,263,286,87,82,273,259,585,525,223,343,713,584,225,5
365,333,281,71,65,277,227,543,540,244,357,703,658,224,13
236,214,282,49,45,276,225,429,481,261,272,719,439,253,15
409,376,279,105,98,273,247,439,578,229,367,765,548,242,20
409,386,271,71,69,266,223,430,465,218,242,743,539,250,20
317,264,307,131,118,283,248,544,594,243,462,742,549,231,25
344,299,294,121,107,290,254,537,578,253,450,713,600,249,25
391,351,285,157,143,282,249,561,518,226,453,728,550,248,29
366,338,277,36,34,265,243,443,467,222,139,644,525,221,30
392,360,278,83,76,279,251,601,558,209,327,668,541,247,35
376,340,283,124,115,275,258,537,613,237,417,753,685,230,39
300,257,298,130,118,281,259,611,605,225,339,670,580,247,40
221,194,291,109,101,277,245,541,581,226,428,750,650,240,42
287,263,279,124,115,275,238,557,538,217,329,696,555,241,45
351,322,279,112,103,278,243,553,557,234,471,750,651,246,47
451,410,282,86,81,273,256,509,620,218,471,730,602,239,49
447,419,273,107,98,278,262,542,604,234,530,739,607,261,51
234,211,284,108,96,288,244,601,599,231,420,732,608,237,51
207,179,296,95,81,298,240,569,432,230,266,664,579,243,52
240,223,276,62,58,270,241,519,747,220,342,693,660,232,57
318,292,278,81,77,271,248,583,499,229,374,680,632,234,59
365,334,280,101,93,278,253,538,571,226,324,761,509,247,60
390,355,281,95,90,272,271,548,561,234,438,742,611,249,60
240,212,289,78,67,299,249,559,583,229,305,746,678,240,61
255,231,283,97,87,285,246,555,651,224,425,712,638,229,63
445,410,278,64,63,261,256,486,485,233,281,745,554,253,64
350,328,274,51,51,259,231,448,524,238,320,689,573,224,65
218,200,278,106,95,284,249,588,518,248,454,750,548,235,65
461,412,286,118,110,275,241,546,561,230,458,821,686,237,68
369,329,287,77,72,275,240,508,583,226,418,757,565,240,68
364,324,287,103,97,271,266,525,628,224,430,714,524,217,73
300,266,289,75,71,270,263,492,501,215,284,708,553,248,73
399,362,282,88,83,273,241,554,599,223,347,714,662,213,74
341,297,294,130,115,289,250,513,603,222,448,731,686,222,75
403,371,278,64,60,270,233,533,577,222,325,709,659,231,76
281,241,297,105,97,277,246,524,577,235,428,727,608,230,77
395,349,290,76,71,276,250,495,471,247,335,732,503,252,78
407,370,281,89,85,269,259,561,495,234,286,753,559,250,79
426,387,281,58,54,274,235,490,423,224,380,718,559,234,81
507,481,270,83,77,276,254,500,428,228,378,782,519,248,81
226,193,300,139,125,284,245,613,525,230,356,691,594,232,82
296,262,290,85,77,282,266,561,530,237,379,754,597,244,84
283,260,279,79,74,275,239,529,459,233,313,786,643,243,84
330,298,284,75,71,272,257,554,500,223,380,688,542,239,84
383,341,287,101,92,279,245,590,588,226,338,724,596,238,90
223,186,306,171,133,329,236,531,574,246,526,786,691,243,92
308,274,288,82,77,274,264,463,499,213,300,738,602,244,93
273,247,283,162,140,296,261,538,649,232,541,772,706,247,94
290,260,286,80,76,269,245,465,559,229,234,738,545,227,95
346,310,286,75,70,275,245,469,512,233,317,671,567,242,96
334,300,285,90,82,281,237,570,552,236,281,703,506,235,97
359,328,280,61,57,272,254,464,549,220,282,717,642,243,101
447,415,275,123,113,277,256,520,588,246,431,774,621,243,101
325,283,294,100,86,297,259,531,495,242,203,734,646,243,102
309,272,290,61,55,280,257,498,497,210,248,744,651,238,105
315,282,286,101,94,275,242,501,487,234,332,664,467,228,107
341,305,286,127,118,274,256,548,586,236,389,767,708,237,108
481,436,282,85,83,265,251,511,508,242,471,711,468,251,113
382,330,296,111,99,287,237,583,588,217,449,748,682,247,114
493,448,281,65,62,267,240,456,530,236,325,692,551,238,114
562,533,270,103,92,287,258,568,515,252,371,740,621,238,114
213,191,286,113,103,281,265,582,525,242,329,706,584,245,114
409,370,283,171,157,279,255,620,558,236,439,769,588,243,116
