"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-APC-A :: CD19","Comp-APC-Cy7-A :: CD4","Comp-AmCyan-A :: L_D","Comp-BV711-A :: CD8","Comp-FITC-A :: CD49b","Comp-PE-A :: CD45","Comp-PE-Cy7-A :: TCRb","Comp-Pacific Blue-A :: NKp46","Time"
420,390,275,155,143,278,244,386,574,235,527,803,628,244,5
486,448,278,107,101,269,240,467,535,263,436,723,527,237,12
422,401,270,134,128,268,254,379,557,227,384,724,510,238,20
403,364,283,158,140,288,243,511,580,230,489,787,693,240,21
420,382,282,67,63,273,236,542,620,237,412,719,699,226,23
416,384,277,82,79,268,242,503,555,224,385,702,672,234,23
409,371,282,83,78,274,248,579,534,221,236,714,692,237,23
428,402,273,101,96,269,258,496,607,251,372,756,711,227,32
626,577,278,118,112,270,231,494,586,235,403,726,615,252,36
348,305,292,120,108,285,262,536,628,221,434,729,575,240,39
523,486,275,118,107,280,249,571,587,243,468,707,633,252,42
338,311,278,104,97,276,252,570,495,219,287,732,631,235,44
436,401,279,54,51,273,240,586,546,226,291,692,702,235,53
428,389,282,93,92,261,256,457,351,254,317,701,651,250,57
313,278,288,112,104,277,266,547,551,248,356,695,619,248,61
343,306,287,89,85,267,251,493,616,252,308,747,653,251,65
296,264,286,73,69,268,251,471,522,232,385,706,604,248,76
480,452,272,82,75,280,262,435,569,224,478,796,705,252,78
481,454,271,88,82,275,242,520,565,217,369,752,647,249,82
426,404,270,140,129,277,262,578,522,202,406,756,620,255,107
320,290,282,66,60,281,232,428,538,205,196,722,660,227,118
512,483,271,137,126,278,218,586,566,256,506,762,679,248,119
371,339,280,75,72,268,234,548,571,228,347,689,687,219,130
327,290,289,132,119,284,246,532,604,253,422,796,667,230,136
367,347,270,108,100,276,244,516,549,303,373,713,596,240,144
350,310,289,103,93,283,271,582,473,220,361,694,635,249,161
661,598,283,153,133,294,248,569,605,237,399,713,595,247,165
366,330,284,59,56,270,221,524,497,242,321,706,650,244,165
397,367,277,97,93,268,271,467,546,221,201,794,684,239,173
354,326,278,70,63,285,249,557,443,241,352,697,656,230,176
267,242,282,119,106,287,240,603,551,220,306,721,715,247,178
477,437,280,101,95,273,247,548,479,247,426,659,681,222,179
414,388,273,88,80,281,248,462,405,245,364,766,619,239,185
318,281,290,72,68,270,253,530,544,218,401,706,613,226,190
285,257,284,144,127,290,260,594,602,228,343,726,582,248,192
392,355,282,74,71,267,226,461,501,234,438,702,483,241,195
219,186,302,115,103,285,244,582,547,228,334,743,657,241,197
335,301,285,126,117,275,257,383,564,229,398,763,484,240,209
443,407,279,56,52,277,227,511,606,226,358,718,659,234,211
410,377,279,121,111,279,261,509,613,231,406,731,699,238,214
373,342,279,98,81,311,254,517,577,232,259,775,618,256,219
397,360,282,111,101,282,234,525,572,245,504,794,718,248,229
440,404,279,60,58,263,241,459,620,248,386,669,414,221,257
412,373,282,134,121,284,240,596,578,224,504,810,747,242,272
358,318,288,114,103,284,255,528,594,239,462,730,573,227,286
367,333,282,58,56,267,254,412,397,225,196,721,526,220,292
381,342,285,100,91,281,240,552,595,227,433,715,688,238,304
533,493,277,126,109,295,263,594,591,220,480,732,570,240,304
448,408,281,117,108,277,264,516,570,245,332,703,636,272,305
322,296,279,108,97,285,250,541,504,226,389,715,594,251,326
524,491,273,68,64,272,256,481,550,235,337,727,560,247,342
377,336,287,111,102,279,252,563,525,257,363,723,653,244,354
358,326,281,92,88,266,249,480,555,226,249,757,671,240,362
437,415,270,140,129,277,258,578,509,228,484,692,674,245,363
471,424,284,117,109,273,263,489,598,253,500,760,636,249,364
377,347,278,67,61,280,250,523,554,236,352,665,647,223,370
402,369,279,71,65,280,254,553,600,240,414,729,678,240,372
513,459,286,103,97,274,247,542,591,233,435,755,747,243,378
471,443,272,105,99,272,257,480,616,234,507,714,564,268,379
413,374,282,125,115,280,264,547,606,232,291,762,755,241,381
223,195,293,67,64,271,236,457,488,228,328,717,424,254,381
363,315,295,66,59,289,251,553,575,249,417,734,707,246,385
295,275,274,74,69,275,247,560,622,229,414,748,627,233,386
406,369,281,63,59,270,251,456,598,247,415,711,635,241,388
326,288,290,103,94,281,250,398,555,226,260,723,544,248,393
456,423,276,65,62,269,230,540,497,266,468,691,674,224,396
316,285,285,69,63,281,262,498,555,245,416,668,607,211,398
401,359,286,75,69,279,239,591,506,236,193,657,574,231,399
403,363,284,67,62,275,231,438,509,247,341,721,524,246,423
281,251,287,110,103,274,231,501,592,239,392,748,670,218,439
255,231,282,68,62,277,249,497,471,225,316,652,577,231,449
370,331,286,75,69,279,250,576,421,228,295,720,589,247,458
405,357,290,118,109,277,253,528,583,229,360,731,661,236,458
276,249,284,102,94,277,247,499,571,217,401,745,608,238,459
318,286,285,75,71,273,256,546,477,225,345,702,538,240,466
397,359,283,103,97,272,235,558,448,218,253,738,592,246,472
459,418,281,117,110,273,229,538,579,248,415,734,679,242,473
254,233,280,80,74,275,243,488,375,227,322,719,666,235,475
405,381,273,93,86,275,241,484,584,226,385,720,681,227,488
407,380,274,71,68,270,265,515,558,231,458,780,667,223,489
518,476,279,80,76,270,268,524,554,219,408,714,616,238,494
435,392,284,169,149,291,247,603,627,250,466,831,713,265,508
477,447,274,54,51,273,253,496,501,235,395,654,638,250,517
458,423,277,53,50,271,244,501,521,236,464,747,582,252,518
348,315,283,61,57,274,247,442,478,223,332,673,568,238,525
318,255,319,198,167,303,254,606,592,230,386,751,685,255,530
419,384,280,87,78,286,261,605,577,258,228,699,710,228,532
376,341,282,62,60,264,248,569,447,230,425,712,686,236,537
377,346,280,99,91,277,247,492,530,229,367,722,503,237,541
276,249,284,86,81,272,237,535,532,218,223,657,415,230,543
254,222,293,127,116,279,254,508,610,258,358,722,571,233,547
463,431,275,57,52,278,247,541,477,227,312,699,699,243,549
357,334,274,94,86,281,246,619,534,228,305,711,719,240,550
390,359,278,61,59,268,214,529,439,234,310,699,650,241,566
351,318,282,88,80,281,254,409,527,238,351,743,666,239,566
225,201,286,62,57,278,233,539,378,247,138,730,612,256,570
236,204,295,109,98,284,252,590,495,228,346,751,574,257,571
394,366,276,106,99,274,232,598,529,222,282,737,709,238,574
335,307,279,71,67,271,257,513,525,244,416,665,691,256,577
319,291,281,99,89,286,252,391,517,227,303,737,654,225,580
250,222,288,133,116,293,236,547,554,233,387,743,654,220,589
301,243,318,106,97,279,239,547,526,227,422,745,604,236,596
404,382,271,129,115,287,255,468,663,230,519,690,487,274,598
375,342,281,55,52,274,243,530,512,225,253,678,670,232,600
410,370,284,73,69,271,222,556,532,237,419,702,636,215,602
424,375,289,156,136,292,252,553,636,241,539,766,604,552,603
262,237,283,78,75,268,227,442,459,256,363,668,493,231,615
449,423,272,94,86,279,235,621,623,237,383,703,679,231,624
264,240,281,109,98,286,250,484,532,242,347,758,622,255,626
411,391,269,168,155,278,234,615,634,249,470,686,663,247,627
339,317,274,49,46,271,246,498,412,222,334,729,560,234,637
385,341,289,110,102,277,271,497,604,236,467,688,592,254,640
326,301,277,93,85,278,247,573,577,239,376,703,691,231,644
336,294,293,128,112,291,266,576,580,215,335,780,690,241,647
417,391,273,112,102,283,228,604,570,227,393,716,711,246,651
418,386,277,123,114,278,277,614,573,237,424,762,565,235,651
