"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-APC-A :: CD19","Comp-APC-Cy7-A :: CD4","Comp-AmCyan-A :: L_D","Comp-BV711-A :: CD8","Comp-FITC-A :: CD49b","Comp-PE-A :: CD45","Comp-PE-Cy7-A :: TCRb","Comp-Pacific Blue-A :: NKp46","Time"
385,365,270,114,109,270,455,230,549,247,452,697,245,257,1
274,251,279,90,82,282,618,211,450,228,376,700,235,247,6
457,419,279,67,62,274,549,247,558,250,346,693,229,237,8
382,364,269,88,83,272,550,258,558,223,308,678,223,227,10
358,334,275,68,64,270,473,233,461,220,282,648,237,242,10
332,300,283,130,116,285,440,222,554,227,288,685,257,233,11
316,290,279,66,61,279,479,246,514,221,291,682,233,253,15
356,312,292,115,109,271,587,218,615,258,358,686,264,218,17
252,235,274,71,67,268,529,236,435,215,301,700,238,245,26
252,228,283,68,65,270,545,231,430,218,356,710,227,246,32
396,377,269,80,76,271,430,235,676,231,450,675,239,238,35
364,330,283,69,66,268,495,228,567,241,300,669,231,241,38
252,228,282,88,83,271,498,235,515,216,285,702,241,230,42
476,438,278,62,59,267,497,222,531,249,403,666,242,236,42
316,286,283,93,88,270,523,222,591,244,263,688,262,233,44
533,456,299,260,220,303,616,219,603,238,523,748,251,262,46
209,182,293,69,63,281,526,227,523,225,339,689,245,239,46
215,168,328,101,83,311,502,248,540,244,385,748,237,235,47
211,184,294,74,71,268,499,234,477,227,237,654,251,232,54
383,354,277,70,68,266,490,250,526,227,402,651,239,238,55
362,335,277,53,49,277,478,224,519,232,266,619,247,233,57
262,236,284,58,55,272,455,238,537,237,302,663,232,240,59
301,272,284,61,58,268,541,205,570,228,333,659,261,234,60
366,333,282,50,48,269,516,223,534,220,259,662,247,243,73
279,254,282,101,95,271,536,220,544,233,378,680,232,227,75
247,224,283,57,54,270,506,243,489,223,332,664,230,224,76
348,318,280,56,55,263,548,236,460,245,406,670,275,244,78
284,258,281,94,90,268,521,209,484,259,350,697,249,221,78
340,300,291,189,170,284,451,235,540,239,372,686,236,234,80
342,317,277,66,62,276,522,232,480,229,299,667,251,228,88
796,673,303,296,247,307,420,233,682,232,539,739,258,250,89
388,315,316,195,171,292,592,225,595,231,500,734,274,256,91
426,374,291,137,125,280,566,248,581,229,476,688,232,249,93
533,469,291,96,89,277,451,231,526,234,495,732,225,238,96
254,231,282,76,74,264,501,226,498,222,380,674,230,231,99
371,351,271,94,88,274,526,253,538,252,452,663,222,258,103
508,455,286,110,104,271,520,221,608,241,477,666,249,229,103
222,209,272,70,68,265,562,231,421,223,382,683,239,220,104
343,305,288,84,79,272,536,234,565,230,461,694,242,236,117
370,328,289,107,94,293,569,201,568,250,298,683,228,248,121
409,365,287,72,68,270,531,223,532,241,454,710,238,241,125
275,251,280,84,79,273,460,224,528,230,281,666,244,212,129
347,324,274,60,57,267,534,251,529,220,211,682,243,214,133
261,242,277,106,100,272,442,219,662,222,295,623,248,238,134
214,184,297,125,114,280,548,231,321,254,395,723,245,243,135
316,292,277,71,66,274,482,225,529,246,281,663,235,227,141
216,196,282,77,70,279,505,235,399,210,335,679,229,225,149
192,173,284,82,75,280,542,231,561,245,302,676,219,240,151
313,284,281,73,70,268,523,231,537,250,338,655,248,245,156
281,254,283,81,76,272,565,223,503,220,310,648,246,232,158
225,183,315,98,88,286,513,239,496,252,148,769,248,252,161
257,230,287,86,82,268,583,221,509,223,259,688,227,240,164
253,225,288,90,85,272,563,213,455,237,359,708,238,238,170
196,169,297,95,88,276,581,211,491,226,281,683,232,242,173
385,363,271,83,80,267,532,258,491,226,388,688,240,233,176
418,386,277,56,54,268,448,238,560,230,437,694,235,223,192
261,233,286,71,67,271,552,242,522,238,322,672,229,221,199
257,231,285,87,82,274,482,222,537,234,364,664,235,233,200
391,366,274,84,80,269,517,247,561,251,407,664,231,222,201
262,238,283,89,84,271,476,219,365,228,249,689,236,249,202
372,341,279,67,64,269,527,244,389,236,275,661,221,230,203
320,297,276,112,106,270,529,237,525,250,349,678,238,245,205
207,188,281,68,64,271,528,232,383,225,318,702,254,243,207
347,313,283,124,118,268,573,225,540,237,455,676,245,235,207
315,291,278,75,71,269,498,244,452,236,326,642,226,237,208
360,328,281,84,80,270,504,244,543,229,344,673,228,242,209
281,259,278,62,58,273,516,229,431,222,297,647,244,233,215
358,339,270,59,55,274,569,236,504,223,230,679,227,241,230
341,300,291,139,126,284,642,232,498,225,326,674,233,235,232
280,252,284,71,67,269,525,249,535,226,320,676,238,225,232
292,265,282,67,64,269,572,235,519,230,355,638,225,224,236
225,208,278,75,69,275,542,245,580,208,319,700,236,228,238
299,264,289,67,64,269,521,220,565,258,384,674,255,249,239
312,286,279,100,94,274,575,227,578,217,336,708,219,245,243
419,391,274,91,86,271,488,241,530,223,442,661,224,228,247
234,203,296,105,69,390,511,232,691,241,259,697,247,241,247
245,223,282,70,67,269,585,232,517,242,263,655,234,244,250
