"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-APC-A :: CD11c","Comp-APC-Cy7-A :: CD452","Comp-AmCyan-A :: L_D","Comp-BV711-A :: MHCII","Comp-PE-A :: CD11b","Comp-PE-Cy7-A :: Ly6G","Comp-Pacific Blue-A :: Ly6C","Time"
228,179,326,188,164,294,277,637,655,299,927,817,656,50
243,204,305,246,215,294,348,618,665,301,952,784,694,834
259,205,324,213,189,288,306,637,561,334,903,808,665,891
