experiment,day,mouse,tx,cdiffstrain,absweight,relweight,diarrhea,cdiffcfu,death
ks53,4,16,3mnvc,st1.58.vpi,,,,,1
ks53,4,17,3mnvc,st1.58.vpi,18.8,91.26213592,0,,0
ks53,4,18,3mnvc,st1.58.vpi,18,96.25668449,1,,0
ks53,4,19,3mnvc,st1.62,16.1,82.56410256,1,,0
ks53,4,20,3mnvc,st1.62,15.3,90.53254438,0,,0
ks53,4,21,3mnvc,st1.62,18.6,94.41624365,0,,0
ks53,4,22,3mnvc,st1.62.vpi,15.9,89.3258427,0,,0
ks53,4,23,3mnvc,st1.62.vpi,15.4,83.24324324,1,,0
ks53,4,24,3mnvc,st1.62.vpi,17.3,92.0212766,1,,0
ks53,4,25,3mnvc,st1.75.vpi,18.7,103.3149171,0,,0
ks53,4,26,3mnvc,st1.75.vpi,17.5,98.31460674,0,,0
ks53,4,27,3mnvc,st1.75.vpi,18.5,97.36842105,0,,0
ks53,4,28,3mnvc,vpi,16.9,92.34972678,1,,0
ks53,4,29,3mnvc,vpi,16.7,87.89473684,1,,0
ks53,4,30,3mnvc,vpi,16.3,84.02061856,1,,0
ks53,4,31,3mnvc,vpi,15.4,85.55555556,1,,0
ks53,4,32,3mnvc,vpi,,,,,1
ks53,4,33,3mnvc,ui,18.3,98.91891892,0,,0
ks53,5,1,3mnvc,st1.53,17.1,88.1443299,0,,0
ks53,5,2,3mnvc,st1.53,,,,,1
ks53,5,3,3mnvc,st1.53,16.7,88.82978723,0,,0
ks53,5,4,3mnvc,st1.53.vpi,13.1,83.43949045,1,,0
ks53,5,5,3mnvc,st1.53.vpi,14,72.16494845,1,,0
ks53,5,6,3mnvc,st1.53.vpi,15.9,85.02673797,1,,0
ks53,5,7,3mnvc,st1.57,19.2,98.96907216,0,,0
ks53,5,8,3mnvc,st1.57,15.8,88.76404494,1,,0
ks53,5,9,3mnvc,st1.57,17.5,96.15384615,0,,0
ks53,5,10,3mnvc,st1.57.vpi,18.2,98.37837838,0,,0
ks53,5,11,3mnvc,st1.57.vpi,17.5,92.10526316,0,,0
ks53,5,12,3mnvc,st1.57.vpi,18,98.36065574,0,,0
ks53,5,13,3mnvc,st1.58,17.6,88,0,,0
ks53,5,14,3mnvc,st1.58,16.6,89.24731183,0,,0
ks53,5,15,3mnvc,st1.58,16.6,89.72972973,0,,0
ks53,5,17,3mnvc,st1.58.vpi,18.3,88.83495146,0,,0
ks53,5,18,3mnvc,st1.58.vpi,18.5,98.93048128,0,,0
ks53,5,19,3mnvc,st1.62,17.1,87.69230769,0,,0
ks53,5,20,3mnvc,st1.62,16.7,98.81656805,0,,0
ks53,5,21,3mnvc,st1.62,18.2,92.3857868,0,,0
ks53,5,22,3mnvc,st1.62.vpi,16.1,90.4494382,0,,0
ks53,5,23,3mnvc,st1.62.vpi,16.7,90.27027027,0,,0
ks53,5,24,3mnvc,st1.62.vpi,16.9,89.89361702,0,,0
ks53,5,25,3mnvc,st1.75.vpi,19.2,106.0773481,0,,0
ks53,5,26,3mnvc,st1.75.vpi,17.6,98.87640449,0,,0
ks53,5,27,3mnvc,st1.75.vpi,17.5,92.10526316,0,,0
ks53,5,28,3mnvc,vpi,17.5,95.6284153,0,,0
ks53,5,29,3mnvc,vpi,16.1,84.73684211,1,,0
ks53,5,30,3mnvc,vpi,16.4,84.53608247,0,,0
ks53,5,31,3mnvc,vpi,15.6,86.66666667,1,,0
ks53,5,33,3mnvc,ui,19,102.7027027,0,,0
ks53,6,1,3mnvc,st1.53,16.6,85.56701031,1,,0
ks53,6,3,3mnvc,st1.53,17.1,90.95744681,0,,0
ks53,6,4,3mnvc,st1.53.vpi,13.3,84.7133758,1,,0
ks53,6,5,3mnvc,st1.53.vpi,13.5,69.58762887,1,,0
ks53,6,6,3mnvc,st1.53.vpi,16.1,86.09625668,1,,0
ks53,6,7,3mnvc,st1.57,19.7,101.5463918,0,,0
ks53,6,8,3mnvc,st1.57,17.2,96.62921348,0,,0
ks53,6,9,3mnvc,st1.57,17.7,97.25274725,0,,0
ks53,6,10,3mnvc,st1.57.vpi,18.5,100,1,,0
ks53,6,11,3mnvc,st1.57.vpi,18.2,95.78947368,0,,0
ks53,6,12,3mnvc,st1.57.vpi,18.4,100.5464481,0,,0
ks53,6,13,3mnvc,st1.58,18.7,93.5,1,,0
ks53,6,14,3mnvc,st1.58,17,91.39784946,0,,0
ks53,6,15,3mnvc,st1.58,16.4,88.64864865,1,,0
ks53,6,17,3mnvc,st1.58.vpi,18.7,90.77669903,1,,0
ks53,6,18,3mnvc,st1.58.vpi,19.3,103.2085561,1,,0
ks53,6,19,3mnvc,st1.62,17,87.17948718,1,,0
ks53,6,20,3mnvc,st1.62,17,100.591716,0,,0
ks53,6,21,3mnvc,st1.62,18.2,92.3857868,0,,0
ks53,6,22,3mnvc,st1.62.vpi,16.3,91.57303371,0,,0
ks53,6,23,3mnvc,st1.62.vpi,17.2,92.97297297,0,,0
ks53,6,24,3mnvc,st1.62.vpi,17.2,91.4893617,1,,0
ks53,6,25,3mnvc,st1.75.vpi,18.6,102.7624309,0,,0
ks53,6,26,3mnvc,st1.75.vpi,17.9,100.5617978,0,,0
ks53,6,27,3mnvc,st1.75.vpi,18.5,97.36842105,0,,0
ks53,6,28,3mnvc,vpi,18,98.36065574,0,,0
ks53,6,29,3mnvc,vpi,16.1,84.73684211,1,,0
ks53,6,30,3mnvc,vpi,17.4,89.69072165,0,,0
ks53,6,31,3mnvc,vpi,16.2,90,1,,0
ks53,6,33,3mnvc,ui,19.7,106.4864865,0,,0
ks53,7,1,3mnvc,st1.53,17.3,89.17525773,0,2187500,0
ks53,7,3,3mnvc,st1.53,16.7,88.82978723,1,55952380.95,0
ks53,7,4,3mnvc,st1.53.vpi,13.6,86.62420382,0,45918367.35,0
ks53,7,5,3mnvc,st1.53.vpi,14.8,76.28865979,0,304347826.1,0
ks53,7,6,3mnvc,st1.53.vpi,16,85.56149733,0,37500000,0
ks53,7,7,3mnvc,st1.57,20.1,103.6082474,0,26612903.23,0
ks53,7,8,3mnvc,st1.57,17.2,96.62921348,0,33333333.33,0
ks53,7,9,3mnvc,st1.57,17.8,97.8021978,0,45000000,0
ks53,7,10,3mnvc,st1.57.vpi,18.2,98.37837838,0,44776119.4,0
ks53,7,11,3mnvc,st1.57.vpi,18.6,97.89473684,0,25000000,0
ks53,7,12,3mnvc,st1.57.vpi,18.4,100.5464481,0,46491228.07,0
ks53,7,13,3mnvc,st1.58,18.8,94,0,172413793.1,0
ks53,7,14,3mnvc,st1.58,17.3,93.01075269,0,76666666.67,0
ks53,7,15,3mnvc,st1.58,16.5,89.18918919,1,58490566.04,0
ks53,7,17,3mnvc,st1.58.vpi,18.8,91.26213592,1,68888888.89,0
ks53,7,18,3mnvc,st1.58.vpi,19.7,105.3475936,0,12575757.58,0
ks53,7,19,3mnvc,st1.62,18,92.30769231,0,133333333.3,0
ks53,7,20,3mnvc,st1.62,17.1,101.183432,0,20454545.45,0
ks53,7,21,3mnvc,st1.62,18.7,94.92385787,0,74285714.29,0
ks53,7,22,3mnvc,st1.62.vpi,16.7,93.82022472,0,1527777.778,0
ks53,7,23,3mnvc,st1.62.vpi,18,97.2972973,0,33606557.38,0
ks53,7,24,3mnvc,st1.62.vpi,16.6,88.29787234,0,41818181.82,0
ks53,7,25,3mnvc,st1.75.vpi,18.5,102.2099448,0,227272727.3,0
ks53,7,26,3mnvc,st1.75.vpi,18.4,103.3707865,0,88571428.57,0
ks53,7,27,3mnvc,st1.75.vpi,18.3,96.31578947,0,407407407.4,0
ks53,7,28,3mnvc,vpi,18.2,99.45355191,0,15517241.38,0
ks53,7,29,3mnvc,vpi,16.9,88.94736842,0,64516129.03,0
ks53,7,30,3mnvc,vpi,18.2,93.81443299,0,150000000,0
ks53,7,31,3mnvc,vpi,17.6,97.77777778,0,181818181.8,0
ks53,7,33,3mnvc,ui,19.8,107.027027,0,0,0
ks56,0,1,3mnvc,st1.63,18.8,100,0,0,0
ks56,0,2,3mnvc,st1.63,19,100,0,0,0
ks56,0,3,3mnvc,st1.63,18.6,100,0,0,0
ks56,0,4,3mnvc,st1.63.vpi,19.5,100,0,0,0
ks56,0,5,3mnvc,st1.63.vpi,17.8,100,0,0,0
ks56,0,6,3mnvc,st1.63.vpi,21.4,100,0,0,0
ks56,0,7,3mnvc,st1.67,19,100,0,0,0
ks56,0,8,3mnvc,st1.67,17.3,100,0,0,0
ks56,0,9,3mnvc,st1.67,19,100,0,0,0
ks56,0,10,3mnvc,st1.67.vpi,18.9,100,0,0,0
ks56,0,11,3mnvc,st1.67.vpi,19.2,100,0,0,0
ks56,0,12,3mnvc,st1.67.vpi,21.3,100,0,0,0
ks56,0,13,3mnvc,st1.69,17.4,100,0,0,0
ks56,0,14,3mnvc,st1.69,19.3,100,0,0,0
ks56,0,15,3mnvc,st1.69,19.5,100,0,0,0
ks56,0,16,3mnvc,st1.69.vpi,18.4,100,0,0,0
ks56,0,17,3mnvc,st1.69.vpi,18.4,100,0,0,0
ks56,0,18,3mnvc,st1.69.vpi,18.8,100,0,0,0
ks56,0,19,3mnvc,st1.75.vpi,16.9,100,0,0,0
ks56,0,20,3mnvc,st1.75.vpi,19.5,100,0,0,0
ks56,0,21,3mnvc,st1.75.vpi,20.3,100,0,0,0
ks56,0,22,3mnvc,vpi,19.4,100,0,0,0
ks56,0,23,3mnvc,vpi,18.4,100,0,0,0
ks56,0,24,3mnvc,vpi,17.2,100,0,0,0
ks56,0,25,3mnvc,ui,17.4,100,0,0,0
ks56,1,1,3mnvc,st1.63,19.4,103.1914894,0,22619047.62,0
ks56,1,2,3mnvc,st1.63,19.6,103.1578947,0,30769230.77,0
ks56,1,3,3mnvc,st1.63,19,102.1505376,0,59722222.22,0
ks56,1,4,3mnvc,st1.63.vpi,20.1,103.0769231,0,48809523.81,0
ks56,1,5,3mnvc,st1.63.vpi,16.6,93.25842697,0,2848837.209,0
ks56,1,6,3mnvc,st1.63.vpi,21.5,100.4672897,0,60317460.32,0
ks56,1,7,3mnvc,st1.67,20.3,106.8421053,0,32692307.69,0
ks56,1,8,3mnvc,st1.67,18.3,105.7803468,0,26250000,0
ks56,1,9,3mnvc,st1.67,20,105.2631579,0,79807692.31,0
ks56,1,10,3mnvc,st1.67.vpi,19.7,104.2328042,0,50000000,0
ks56,1,11,3mnvc,st1.67.vpi,19.2,100,0,87837837.84,0
ks56,1,12,3mnvc,st1.67.vpi,21.2,99.53051643,0,75000000,0
ks56,1,13,3mnvc,st1.69,17.8,102.2988506,0,22857142.86,0
ks56,1,14,3mnvc,st1.69,19.5,101.0362694,0,31034482.76,0
ks56,1,15,3mnvc,st1.69,20.5,105.1282051,0,8269230.769,0
ks56,1,16,3mnvc,st1.69.vpi,19.1,103.8043478,0,36585365.85,0
ks56,1,17,3mnvc,st1.69.vpi,19.9,108.1521739,0,26119402.99,0
ks56,1,18,3mnvc,st1.69.vpi,18.8,100,0,52000000,0
ks56,1,19,3mnvc,st1.75.vpi,17,100.591716,0,49218750,0
ks56,1,20,3mnvc,st1.75.vpi,20.4,104.6153846,0,101851851.9,0
ks56,1,21,3mnvc,st1.75.vpi,20.5,100.9852217,0,68571428.57,0
ks56,1,22,3mnvc,vpi,19.9,102.5773196,0,19047619.05,0
ks56,1,23,3mnvc,vpi,19.2,104.3478261,0,4142857.143,0
ks56,1,24,3mnvc,vpi,16.2,94.18604651,0,511111.1111,0
ks56,1,25,3mnvc,ui,17.7,101.7241379,0,0,0
ks56,2,1,3mnvc,st1.63,19.1,101.5957447,0,,0
ks56,2,2,3mnvc,st1.63,18.9,99.47368421,1,,0
ks56,2,3,3mnvc,st1.63,18.2,97.84946237,0,,0
ks56,2,4,3mnvc,st1.63.vpi,20,102.5641026,1,,0
ks56,2,5,3mnvc,st1.63.vpi,15.9,89.3258427,1,,0
ks56,2,6,3mnvc,st1.63.vpi,20.5,95.79439252,1,,0
ks56,2,7,3mnvc,st1.67,20.3,106.8421053,1,,0
ks56,2,8,3mnvc,st1.67,18.6,107.5144509,0,,0
ks56,2,9,3mnvc,st1.67,19,100,1,,0
ks56,2,10,3mnvc,st1.67.vpi,18.4,97.35449735,1,,0
ks56,2,11,3mnvc,st1.67.vpi,17.9,93.22916667,1,,0
ks56,2,12,3mnvc,st1.67.vpi,19.5,91.54929577,1,,0
ks56,2,13,3mnvc,st1.69,17.4,100,0,,0
ks56,2,14,3mnvc,st1.69,17.3,89.6373057,1,,0
ks56,2,15,3mnvc,st1.69,17.5,89.74358974,1,,0
ks56,2,16,3mnvc,st1.69.vpi,17.1,92.93478261,1,,0
ks56,2,17,3mnvc,st1.69.vpi,17,92.39130435,1,,0
ks56,2,18,3mnvc,st1.69.vpi,16.7,88.82978723,1,,0
ks56,2,19,3mnvc,st1.75.vpi,16.8,99.40828402,1,,0
ks56,2,20,3mnvc,st1.75.vpi,19.5,100,0,,0
ks56,2,21,3mnvc,st1.75.vpi,18.9,93.10344828,1,,0
ks56,2,22,3mnvc,vpi,17,87.62886598,1,,0
ks56,2,23,3mnvc,vpi,17,92.39130435,1,,0
ks56,2,24,3mnvc,vpi,15.2,88.37209302,1,,0
ks56,2,25,3mnvc,ui,17.7,101.7241379,0,,0
ks56,3,1,3mnvc,st1.63,15.8,84.04255319,1,,0
ks56,3,2,3mnvc,st1.63,16.8,88.42105263,1,,0
ks56,3,3,3mnvc,st1.63,15.2,81.72043011,1,,0
ks56,3,4,3mnvc,st1.63.vpi,19,97.43589744,1,,0
ks56,3,5,3mnvc,st1.63.vpi,15.3,85.95505618,1,,0
ks56,3,6,3mnvc,st1.63.vpi,20.2,94.39252336,0,,0
ks56,3,7,3mnvc,st1.67,19.1,100.5263158,0,,0
ks56,3,8,3mnvc,st1.67,16.6,95.95375723,1,,0
ks56,3,9,3mnvc,st1.67,18.4,96.84210526,1,,0
ks56,3,10,3mnvc,st1.67.vpi,18.9,100,0,,0
ks56,3,11,3mnvc,st1.67.vpi,17.9,93.22916667,1,,0
ks56,3,12,3mnvc,st1.67.vpi,19.7,92.48826291,1,,0
ks56,3,13,3mnvc,st1.69,15.9,91.37931034,1,,0
ks56,3,14,3mnvc,st1.69,17.3,89.6373057,1,,0
ks56,3,15,3mnvc,st1.69,16.7,85.64102564,1,,0
ks56,3,16,3mnvc,st1.69.vpi,16.6,90.2173913,1,,0
ks56,3,17,3mnvc,st1.69.vpi,18.4,100,0,,0
ks56,3,18,3mnvc,st1.69.vpi,17.7,94.14893617,0,,0
ks56,3,19,3mnvc,st1.75.vpi,17.3,102.3668639,0,,0
ks56,3,20,3mnvc,st1.75.vpi,19.5,100,0,,0
ks56,3,21,3mnvc,st1.75.vpi,19.5,96.0591133,0,,0
ks56,3,22,3mnvc,vpi,17.5,90.20618557,1,,0
ks56,3,23,3mnvc,vpi,,,,,1
ks56,3,24,3mnvc,vpi,,,,,1
ks56,3,25,3mnvc,ui,17,97.70114943,0,,0
ks56,4,1,3mnvc,st1.63,15.4,81.91489362,1,,0
ks56,4,2,3mnvc,st1.63,17.2,90.52631579,1,,0
ks56,4,3,3mnvc,st1.63,14.7,79.03225806,1,,0
ks56,4,4,3mnvc,st1.63.vpi,17.3,88.71794872,1,,0
ks56,4,5,3mnvc,st1.63.vpi,15.1,84.83146067,1,,0
ks56,4,6,3mnvc,st1.63.vpi,18.7,87.38317757,1,,0
ks56,4,7,3mnvc,st1.67,17.8,93.68421053,1,,0
ks56,4,8,3mnvc,st1.67,16.5,95.37572254,1,,0
ks56,4,9,3mnvc,st1.67,17.8,93.68421053,1,,0
ks56,4,10,3mnvc,st1.67.vpi,19,100.5291005,0,,0
ks56,4,11,3mnvc,st1.67.vpi,18.1,94.27083333,0,,0
ks56,4,12,3mnvc,st1.67.vpi,19.2,90.14084507,0,,0
ks56,4,13,3mnvc,st1.69,14.8,85.05747126,1,,0
ks56,4,14,3mnvc,st1.69,17.2,89.11917098,1,,0
ks56,4,15,3mnvc,st1.69,16.4,84.1025641,1,,0
ks56,4,16,3mnvc,st1.69.vpi,16.8,91.30434783,1,,0
ks56,4,17,3mnvc,st1.69.vpi,16.6,90.2173913,1,,0
ks56,4,18,3mnvc,st1.69.vpi,17.1,90.95744681,1,,0
ks56,4,19,3mnvc,st1.75.vpi,17.7,104.7337278,0,,0
ks56,4,20,3mnvc,st1.75.vpi,19.4,99.48717949,0,,0
ks56,4,21,3mnvc,st1.75.vpi,17.7,87.19211823,1,,0
ks56,4,22,3mnvc,vpi,17.6,90.72164948,1,,0
ks56,4,25,3mnvc,ui,16.6,95.40229885,0,,0
ks56,5,1,3mnvc,st1.63,16.6,88.29787234,1,,0
ks56,5,2,3mnvc,st1.63,17.9,94.21052632,0,,0
ks56,5,3,3mnvc,st1.63,15.2,81.72043011,0,,0
ks56,5,4,3mnvc,st1.63.vpi,17.5,89.74358974,1,,0
ks56,5,5,3mnvc,st1.63.vpi,15.6,87.64044944,0,,0
ks56,5,6,3mnvc,st1.63.vpi,18.4,85.98130841,1,,0
ks56,5,7,3mnvc,st1.67,18.7,98.42105263,0,,0
ks56,5,8,3mnvc,st1.67,17.5,101.1560694,0,,0
ks56,5,9,3mnvc,st1.67,18.2,95.78947368,1,,0
ks56,5,10,3mnvc,st1.67.vpi,19.1,101.0582011,0,,0
ks56,5,11,3mnvc,st1.67.vpi,18.8,97.91666667,0,,0
ks56,5,12,3mnvc,st1.67.vpi,19.5,91.54929577,1,,0
ks56,5,13,3mnvc,st1.69,14.6,83.90804598,1,,0
ks56,5,14,3mnvc,st1.69,18.5,95.85492228,1,,0
ks56,5,15,3mnvc,st1.69,17.8,91.28205128,0,,0
ks56,5,16,3mnvc,st1.69.vpi,16.6,90.2173913,1,,0
ks56,5,17,3mnvc,st1.69.vpi,16.6,90.2173913,1,,0
ks56,5,18,3mnvc,st1.69.vpi,16.4,87.23404255,1,,0
ks56,5,19,3mnvc,st1.75.vpi,17.9,105.9171598,0,,0
ks56,5,20,3mnvc,st1.75.vpi,18.2,93.33333333,1,,0
ks56,5,21,3mnvc,st1.75.vpi,19,93.59605911,0,,0
ks56,5,22,3mnvc,vpi,17.5,90.20618557,1,,0
ks56,5,25,3mnvc,ui,16.8,96.55172414,0,,0
ks56,6,1,3mnvc,st1.63,18.3,97.34042553,0,18181818.18,0
ks56,6,2,3mnvc,st1.63,19.2,101.0526316,0,40983606.56,0
ks56,6,3,3mnvc,st1.63,16.8,90.32258065,0,15625000,0
ks56,6,4,3mnvc,st1.63.vpi,17.9,91.79487179,0,35227272.73,0
ks56,6,5,3mnvc,st1.63.vpi,17.3,97.19101124,0,28260869.57,0
ks56,6,6,3mnvc,st1.63.vpi,18.8,87.85046729,1,245454545.5,0
ks56,6,7,3mnvc,st1.67,19.7,103.6842105,0,56060606.06,0
ks56,6,8,3mnvc,st1.67,17.3,100,0,25000000,0
ks56,6,9,3mnvc,st1.67,18.6,97.89473684,0,89473684.21,0
ks56,6,10,3mnvc,st1.67.vpi,19.3,102.1164021,0,147540983.6,0
ks56,6,11,3mnvc,st1.67.vpi,19,98.95833333,0,138888888.9,0
ks56,6,12,3mnvc,st1.67.vpi,19.5,91.54929577,1,184523809.5,0
ks56,6,13,3mnvc,st1.69,16,91.95402299,0,11363636.36,0
ks56,6,14,3mnvc,st1.69,19.8,102.5906736,0,9375000,0
ks56,6,15,3mnvc,st1.69,19.6,100.5128205,0,35245901.64,0
ks56,6,16,3mnvc,st1.69.vpi,17.3,94.02173913,1,93750000,0
ks56,6,17,3mnvc,st1.69.vpi,17.8,96.73913043,1,245283018.9,0
ks56,6,18,3mnvc,st1.69.vpi,16.3,86.70212766,1,214285714.3,0
ks56,6,19,3mnvc,st1.75.vpi,16.6,98.22485207,1,309523809.5,0
ks56,6,20,3mnvc,st1.75.vpi,18.2,93.33333333,1,40000000,0
ks56,6,21,3mnvc,st1.75.vpi,20.1,99.01477833,0,6666666.667,0
ks56,6,22,3mnvc,vpi,18.2,93.81443299,0,60975609.76,0
ks56,6,25,3mnvc,ui,17.3,99.42528736,0,0,0
ks56,7,1,3mnvc,st1.63,18.7,99.46808511,1,,0
ks56,7,2,3mnvc,st1.63,19.5,102.6315789,0,,0
ks56,7,3,3mnvc,st1.63,18.7,100.5376344,0,,0
ks56,7,4,3mnvc,st1.63.vpi,18.9,96.92307692,0,,0
ks56,7,5,3mnvc,st1.63.vpi,18.1,101.6853933,0,,0
ks56,7,6,3mnvc,st1.63.vpi,18.6,86.91588785,1,,0
ks56,7,7,3mnvc,st1.67,20,105.2631579,0,,0
ks56,7,8,3mnvc,st1.67,17.6,101.734104,0,,0
ks56,7,9,3mnvc,st1.67,18.8,98.94736842,0,,0
ks56,7,10,3mnvc,st1.67.vpi,19.1,101.0582011,0,,0
ks56,7,11,3mnvc,st1.67.vpi,19.3,100.5208333,0,,0
ks56,7,12,3mnvc,st1.67.vpi,20,93.89671362,0,,0
ks56,7,13,3mnvc,st1.69,17.2,98.85057471,0,,0
ks56,7,14,3mnvc,st1.69,19.8,102.5906736,0,,0
ks56,7,15,3mnvc,st1.69,19,97.43589744,0,,0
ks56,7,16,3mnvc,st1.69.vpi,18.2,98.91304348,1,,0
ks56,7,17,3mnvc,st1.69.vpi,17.5,95.10869565,1,,0
ks56,7,18,3mnvc,st1.69.vpi,17,90.42553191,1,,0
ks56,7,19,3mnvc,st1.75.vpi,16.9,100,0,,0
ks56,7,20,3mnvc,st1.75.vpi,18.9,96.92307692,0,,0
ks56,7,21,3mnvc,st1.75.vpi,20.5,100.9852217,0,,0
ks56,7,22,3mnvc,vpi,18.3,94.32989691,1,,0
ks56,7,25,3mnvc,ui,18.5,106.3218391,0,,0
ks57,0,1,3mnvc,st1.6,18.1,100,0,0,0
ks57,0,2,3mnvc,st1.6,18.9,100,0,0,0
ks57,0,3,3mnvc,st1.6,16.4,100,0,0,0
ks57,0,4,3mnvc,st1.6.vpi,18,100,0,0,0
ks57,0,5,3mnvc,st1.6.vpi,15.8,100,0,0,0
ks57,0,6,3mnvc,st1.6.vpi,18.5,100,0,0,0
ks57,0,7,3mnvc,st1.66,19.9,100,0,0,0
ks57,0,8,3mnvc,st1.66,18.9,100,0,0,0
ks57,0,9,3mnvc,st1.66,19.4,100,0,0,0
ks57,0,10,3mnvc,st1.66.vpi,18.2,100,0,0,0
ks57,0,11,3mnvc,st1.66.vpi,19.9,100,0,0,0
ks57,0,12,3mnvc,st1.66.vpi,20.5,100,0,0,0
ks57,0,13,3mnvc,st1.12,19.9,100,0,0,0
ks57,0,14,3mnvc,st1.12,18,100,0,0,0
ks57,0,15,3mnvc,st1.12,18,100,0,0,0
ks57,0,16,3mnvc,st1.12.vpi,18.3,100,0,0,0
ks57,0,17,3mnvc,st1.12.vpi,18.1,100,0,0,0
ks57,0,18,3mnvc,st1.12.vpi,17.6,100,0,0,0
ks57,0,19,3mnvc,st1.75.vpi,17.8,100,0,0,0
ks57,0,20,3mnvc,st1.75.vpi,19.8,100,0,0,0
ks57,0,21,3mnvc,st1.75.vpi,16.4,100,0,0,0
ks57,0,22,3mnvc,vpi,20.6,100,0,0,0
ks57,0,23,3mnvc,vpi,20.9,100,0,0,0
ks57,0,24,3mnvc,vpi,16.4,100,0,0,0
ks57,0,25,3mnvc,ui,18.2,100,0,0,0
ks57,1,1,3mnvc,st1.6,18.4,101.6574586,0,70000000,0
ks57,1,2,3mnvc,st1.6,19.3,102.1164021,0,40983606.56,0
ks57,1,3,3mnvc,st1.6,16.9,103.0487805,0,44642857.14,0
ks57,1,4,3mnvc,st1.6.vpi,18,100,0,8362068.966,0
ks57,1,5,3mnvc,st1.6.vpi,16.2,102.5316456,0,31250000,0
ks57,1,6,3mnvc,st1.6.vpi,19,102.7027027,0,20370370.37,0
ks57,1,7,3mnvc,st1.66,19.2,96.48241206,0,48387096.77,0
ks57,1,8,3mnvc,st1.66,18.8,99.47089947,0,5185185.185,0
ks57,1,9,3mnvc,st1.66,20,103.0927835,0,50000000,0
ks57,1,10,3mnvc,st1.66.vpi,18.7,102.7472527,0,3043478.261,0
ks57,1,11,3mnvc,st1.66.vpi,21,105.5276382,0,441176.4706,0
ks57,1,12,3mnvc,st1.66.vpi,21.4,104.3902439,1,131578947.4,0
ks57,1,13,3mnvc,st1.12,20.3,102.0100503,0,72058823.53,0
ks57,1,14,3mnvc,st1.12,19.5,108.3333333,0,500000,0
ks57,1,15,3mnvc,st1.12,18.1,100.5555556,0,15625,0
ks57,1,16,3mnvc,st1.12.vpi,18.9,103.2786885,0,0,0
ks57,1,17,3mnvc,st1.12.vpi,18.5,102.2099448,0,1818181.818,0
ks57,1,18,3mnvc,st1.12.vpi,18.6,105.6818182,0,97222222.22,0
ks57,1,19,3mnvc,st1.75.vpi,18.1,101.6853933,0,833333.3333,0
ks57,1,20,3mnvc,st1.75.vpi,20.3,102.5252525,0,144736842.1,0
ks57,1,21,3mnvc,st1.75.vpi,17,103.6585366,0,48936170.21,0
ks57,1,22,3mnvc,vpi,21.1,102.4271845,0,0,0
ks57,1,23,3mnvc,vpi,21.4,102.3923445,0,1285714.286,0
ks57,1,24,3mnvc,vpi,16.2,98.7804878,0,0,0
ks57,1,25,3mnvc,ui,18,98.9010989,0,0,0
ks57,2,1,3mnvc,st1.6,17.9,98.89502762,0,,0
ks57,2,2,3mnvc,st1.6,19,100.5291005,1,,0
ks57,2,3,3mnvc,st1.6,17.1,104.2682927,0,,0
ks57,2,4,3mnvc,st1.6.vpi,18.5,102.7777778,0,,0
ks57,2,5,3mnvc,st1.6.vpi,16.4,103.7974684,0,,0
ks57,2,6,3mnvc,st1.6.vpi,18.6,100.5405405,0,,0
ks57,2,7,3mnvc,st1.66,17.9,89.94974874,0,,0
ks57,2,8,3mnvc,st1.66,16.5,87.3015873,1,,0
ks57,2,9,3mnvc,st1.66,19.6,101.0309278,0,,0
ks57,2,10,3mnvc,st1.66.vpi,15.6,85.71428571,1,,0
ks57,2,11,3mnvc,st1.66.vpi,20.1,101.0050251,1,,0
ks57,2,12,3mnvc,st1.66.vpi,18,87.80487805,1,,0
ks57,2,13,3mnvc,st1.12,17.5,87.93969849,1,,0
ks57,2,14,3mnvc,st1.12,17,94.44444444,1,,0
ks57,2,15,3mnvc,st1.12,18.4,102.2222222,1,,0
ks57,2,16,3mnvc,st1.12.vpi,17.2,93.98907104,1,,0
ks57,2,17,3mnvc,st1.12.vpi,17.5,96.68508287,1,,0
ks57,2,18,3mnvc,st1.12.vpi,16.1,91.47727273,1,,0
ks57,2,19,3mnvc,st1.75.vpi,17.5,98.31460674,0,,0
ks57,2,20,3mnvc,st1.75.vpi,19.1,96.46464646,0,,0
ks57,2,21,3mnvc,st1.75.vpi,17.1,104.2682927,0,,0
ks57,2,22,3mnvc,vpi,18.6,90.29126214,1,,0
ks57,2,23,3mnvc,vpi,18,86.12440191,1,,0
ks57,2,24,3mnvc,vpi,16.6,101.2195122,0,,0
ks57,2,25,3mnvc,ui,17.6,96.7032967,0,,0
ks57,3,1,3mnvc,st1.6,17.4,96.13259669,0,,0
ks57,3,2,3mnvc,st1.6,18.2,96.2962963,0,,0
ks57,3,3,3mnvc,st1.6,18.1,110.3658537,0,,0
ks57,3,4,3mnvc,st1.6.vpi,18.1,100.5555556,0,,0
ks57,3,5,3mnvc,st1.6.vpi,17.3,109.4936709,0,,0
ks57,3,6,3mnvc,st1.6.vpi,19,102.7027027,0,,0
ks57,3,7,3mnvc,st1.66,17.2,86.4321608,0,,0
ks57,3,8,3mnvc,st1.66,16,84.65608466,1,,0
ks57,3,9,3mnvc,st1.66,19.9,102.5773196,1,,0
ks57,3,10,3mnvc,st1.66.vpi,16.3,89.56043956,1,,0
ks57,3,11,3mnvc,st1.66.vpi,18,90.45226131,1,,0
