"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-APC-A :: CD19","Comp-APC-Cy7-A :: CD4","Comp-AmCyan-A :: L_D","Comp-BV711-A :: CD8","Comp-FITC-A :: CD49b","Comp-PE-A :: CD45","Comp-PE-Cy7-A :: TCRb","Comp-Pacific Blue-A :: NKp46","Time"
568,540,269,115,108,270,266,207,563,519,520,718,581,269,1
420,390,276,93,88,268,247,221,572,476,350,753,607,248,1
268,250,274,70,67,269,230,223,626,473,445,672,609,294,1
249,219,291,88,80,280,255,276,520,688,265,706,565,248,3
273,263,266,94,86,281,233,240,420,436,456,783,382,241,4
442,401,282,84,81,267,237,238,579,379,405,638,529,228,5
458,419,280,106,99,274,247,199,603,631,505,754,681,253,6
389,353,282,93,88,271,257,217,551,600,461,728,672,278,7
424,397,273,79,72,278,262,232,596,509,343,727,617,239,11
263,219,308,121,109,284,239,228,578,778,419,748,544,280,15
599,567,270,61,58,270,219,236,503,510,379,646,552,232,16
565,536,270,86,82,269,250,204,617,592,412,707,665,253,16
274,237,297,119,107,283,238,212,568,683,443,790,658,286,17
424,389,279,58,54,278,264,311,586,738,354,695,621,275,20
350,327,274,56,54,263,253,220,449,520,226,719,463,240,29
502,448,287,161,151,273,257,236,657,584,463,752,682,248,32
426,386,283,63,59,272,254,268,547,583,428,744,591,250,33
323,297,278,96,89,276,257,196,537,543,440,768,726,242,38
343,309,284,116,107,277,238,222,531,652,504,765,600,271,39
277,231,307,111,99,288,242,213,573,735,535,775,640,309,39
435,394,282,49,44,287,242,234,535,676,401,711,574,263,40
522,468,286,98,91,275,242,218,632,698,442,768,683,260,40
483,449,275,54,50,277,235,231,572,489,270,715,563,242,40
466,434,275,65,60,278,267,258,601,609,463,756,670,255,44
394,353,286,83,79,269,249,205,539,610,401,682,642,244,46
361,315,293,70,66,273,284,235,516,610,391,758,540,268,49
416,366,291,120,110,278,243,219,608,347,456,674,521,249,50
422,394,275,68,64,271,232,234,547,570,240,731,687,234,51
415,373,285,100,89,285,261,217,567,456,353,740,668,250,55
433,394,282,90,85,273,245,247,561,563,259,718,589,233,56
340,302,288,54,50,279,244,268,434,658,266,684,662,251,57
290,247,301,112,96,298,270,227,578,354,411,741,600,265,58
235,196,308,75,66,293,261,207,550,738,427,775,679,303,58
214,172,318,101,90,288,263,282,551,621,360,715,675,249,60
409,370,283,96,89,276,261,215,555,390,389,697,516,260,63
618,559,283,78,71,279,243,202,586,566,383,738,621,253,64
498,458,278,73,67,281,213,218,585,576,348,709,480,236,64
408,331,315,131,113,297,269,257,629,689,512,737,660,295,65
428,382,287,78,73,273,237,203,547,656,507,750,554,303,68
453,417,278,100,94,272,241,217,583,634,456,787,718,271,69
411,368,286,84,80,270,261,206,396,627,384,738,650,258,70
211,172,315,83,74,287,273,266,549,614,279,677,568,258,76
374,324,296,102,97,267,254,180,596,635,493,789,632,265,76
449,398,289,105,97,277,231,210,556,378,452,705,626,257,80
477,445,275,118,112,270,257,233,596,457,357,674,416,244,80
332,302,282,81,74,280,252,265,533,607,440,744,548,254,81
234,197,304,75,69,278,272,251,568,461,272,697,498,258,83
397,366,278,77,74,267,254,254,558,577,315,705,558,253,85
405,365,284,87,79,283,251,228,574,522,472,720,532,265,85
335,301,285,118,113,267,229,220,573,621,310,751,580,252,86
493,464,272,117,112,267,253,237,503,727,417,680,626,315,86
308,268,294,66,60,282,264,225,540,539,325,718,519,241,88
323,295,281,68,61,287,247,239,573,471,389,698,551,245,89
297,263,289,143,131,279,242,202,589,529,468,707,532,238,89
476,454,269,101,97,268,248,247,511,532,338,717,602,261,94
312,278,287,55,53,269,234,248,551,619,400,720,561,263,96
408,379,276,77,71,277,246,229,619,413,547,732,509,314,97
365,331,283,67,61,282,253,251,575,516,208,737,574,232,102
441,409,276,75,71,273,233,224,591,670,462,768,672,248,105
456,402,290,89,83,277,277,150,608,777,499,753,585,335,105
246,199,317,85,76,287,259,206,595,672,489,756,634,272,105
435,406,274,88,83,273,263,295,535,683,414,763,642,275,108
433,391,283,73,69,271,241,205,575,513,281,701,672,236,109
354,324,280,85,80,269,260,239,561,555,392,697,502,263,111
263,224,301,91,84,275,249,219,586,607,515,671,588,257,121
378,324,298,126,116,278,261,252,621,657,470,798,672,266,122
471,428,282,68,65,269,257,191,560,686,411,675,614,269,122
294,269,281,62,57,280,245,236,573,600,403,687,577,254,125
490,451,278,65,62,267,243,200,549,656,396,665,622,262,128
467,427,280,97,90,275,254,207,541,380,380,741,650,246,129
270,244,284,62,57,277,253,240,505,489,378,719,547,249,130
411,379,277,65,60,281,258,275,514,713,260,698,605,267,132
292,262,285,62,57,275,266,266,603,564,337,779,598,258,132
321,281,292,84,78,277,238,253,465,697,447,754,656,290,133
508,471,276,84,78,274,227,221,491,589,401,687,595,235,133
313,273,293,99,91,278,245,210,566,480,406,691,600,246,135
349,323,277,114,105,277,239,241,536,605,266,691,648,276,136
481,444,277,93,88,272,240,218,557,612,473,708,605,285,138
387,352,281,58,55,270,250,219,578,710,343,666,641,244,139
460,427,276,68,63,276,261,226,608,662,425,741,645,256,139
316,275,294,144,133,277,263,253,514,679,409,717,608,266,139
386,349,283,66,62,272,231,256,497,643,314,726,606,248,140
353,324,279,91,83,283,247,223,564,539,402,746,635,245,142
493,440,287,102,96,274,246,166,568,691,498,754,759,260,145
354,324,280,95,88,277,278,271,577,664,337,743,678,272,146
227,208,279,121,114,272,264,233,528,568,394,700,491,234,147
334,298,286,72,69,269,258,238,619,381,424,671,450,273,149
388,347,286,61,59,264,241,231,500,512,354,716,518,244,149
294,258,292,58,55,270,238,235,475,423,271,688,588,240,150
432,391,283,88,83,271,263,252,633,517,451,692,671,259,151
351,316,284,85,77,283,226,229,575,596,391,707,540,252,151
393,358,281,59,56,271,229,229,410,479,328,749,611,257,153
471,430,281,118,109,278,251,240,561,518,438,754,549,266,156
272,240,290,85,77,284,247,297,444,651,268,713,693,276,156
336,295,292,45,43,272,243,208,514,547,421,745,574,258,158
485,436,285,84,77,280,239,198,574,725,378,728,677,273,161
362,319,291,110,102,277,273,206,565,692,430,729,643,273,168
483,435,284,78,74,272,245,254,540,556,437,737,643,245,168
290,236,315,75,68,284,238,257,594,673,457,759,623,297,169
439,411,273,88,81,278,285,227,465,590,474,731,594,262,169
262,236,285,84,75,287,255,215,439,500,278,760,641,238,170
554,507,280,149,132,288,223,248,637,745,483,744,544,295,170
524,472,284,80,73,281,248,295,605,657,405,729,662,253,173
308,267,295,117,99,302,258,248,640,557,417,744,617,290,175
264,224,302,91,84,278,238,213,532,447,509,716,444,264,178
362,326,284,54,52,266,248,213,388,475,489,738,591,272,178
319,267,306,95,87,279,243,215,534,672,495,750,641,287,179
472,428,282,116,106,280,257,253,619,633,502,751,522,255,179
607,575,271,90,87,266,231,224,529,539,451,715,674,264,181
246,216,292,55,47,296,246,186,610,610,503,728,592,288,184
364,332,281,92,83,284,267,312,576,630,367,750,515,235,186
419,379,283,75,71,270,242,212,528,479,462,741,674,239,191
315,270,299,85,75,290,235,227,561,573,397,732,501,252,191
525,467,288,116,107,276,256,199,514,358,524,747,644,245,191
438,406,276,72,66,280,258,213,654,447,533,717,547,297,194
381,343,284,96,89,277,221,265,534,676,460,765,630,285,198
469,438,274,60,55,282,259,192,499,513,437,689,610,270,201
349,307,291,83,74,286,249,237,581,383,426,713,605,251,201
275,235,299,92,83,282,246,231,508,483,412,692,554,248,201
424,393,276,73,70,266,251,231,549,606,299,728,631,244,202
495,450,282,116,107,278,248,197,513,634,446,745,719,251,203
263,239,281,92,85,278,282,243,571,616,357,742,647,244,204
350,315,285,69,65,273,261,275,563,625,207,754,576,249,204
