"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-APC-A :: CD11c","Comp-APC-Cy7-A :: CD452","Comp-AmCyan-A :: L_D","Comp-BV711-A :: MHCII","Comp-PE-A :: CD11b","Comp-PE-Cy7-A :: Ly6G","Comp-Pacific Blue-A :: Ly6C","Time"
462,396,299,133,117,290,731,704,636,783,559,268,258,20
169,133,325,67,55,311,677,700,507,773,712,195,262,40
237,201,303,164,140,299,580,661,595,745,451,229,228,45
175,151,296,112,96,297,676,589,510,849,406,234,237,57
258,227,291,123,107,293,694,696,605,785,667,214,237,64
453,374,310,114,95,307,739,724,652,769,410,206,242,66
214,147,372,214,165,332,801,742,701,867,440,291,277,73
218,165,338,117,94,317,671,726,581,830,516,178,222,80
340,275,317,166,134,316,713,746,694,835,576,253,215,90
167,144,297,138,112,316,615,626,587,808,476,263,217,110
388,334,297,208,172,310,642,634,659,873,294,294,208,112
176,162,280,83,70,306,616,665,552,755,601,252,223,149
382,322,303,193,162,306,734,716,723,885,418,302,199,149
289,245,302,138,119,298,735,652,643,739,321,195,251,156
144,87,425,164,125,336,732,715,662,796,331,249,240,161
154,135,292,105,89,302,716,741,569,783,614,223,230,162
252,221,292,144,125,297,554,654,609,733,695,221,218,190
168,144,300,96,84,293,646,680,560,748,377,201,207,209
271,227,305,109,92,303,687,706,630,785,487,211,246,231
272,249,280,107,93,293,693,696,619,786,714,287,269,273
294,257,294,88,73,308,665,718,583,761,556,215,263,331
170,146,298,76,69,284,579,635,562,760,716,205,251,344
260,238,279,144,124,297,621,764,654,765,374,277,260,366
216,159,348,105,88,307,698,690,626,758,629,176,220,369
269,212,324,150,122,316,750,688,627,910,347,268,269,370
200,148,345,148,120,316,620,659,648,840,407,256,225,388
290,252,295,122,107,290,607,684,696,853,702,325,298,399
319,274,298,147,125,301,630,687,659,834,397,224,224,412
215,182,303,75,69,279,626,645,530,802,721,275,245,429
295,257,294,151,116,332,758,752,623,794,653,253,232,446
353,293,309,160,112,366,733,742,682,793,479,272,229,451
235,203,297,160,120,342,651,750,676,810,573,303,248,462
264,212,318,125,108,295,727,667,573,875,443,215,220,465
537,449,307,145,123,302,669,639,632,850,293,213,224,487
263,217,311,78,68,291,626,651,642,932,406,239,189,506
541,471,294,181,148,313,790,790,654,844,442,232,195,508
223,201,284,182,139,334,778,783,641,782,382,274,227,523
452,342,339,184,151,312,751,764,667,794,609,173,251,528
222,181,315,75,64,300,700,668,715,801,367,274,226,536
155,120,331,92,78,302,647,651,573,789,677,235,244,549
212,182,299,131,109,305,645,686,672,854,301,264,252,550
286,264,277,76,68,289,699,725,614,876,706,220,215,556
485,417,298,167,140,305,610,644,654,786,284,268,223,569
162,138,300,126,105,306,591,633,624,745,341,201,211,616
156,126,316,136,105,331,696,707,648,897,478,204,214,638
149,125,305,108,90,305,683,695,624,808,540,247,263,646
346,283,313,140,107,336,781,747,699,819,442,210,256,652
302,257,301,77,71,279,609,606,608,796,704,229,222,664
186,141,338,166,142,299,649,694,645,923,583,213,257,669
309,253,314,115,92,319,726,728,634,746,523,212,229,673
221,188,300,116,100,298,664,716,596,773,473,281,251,687
395,322,315,128,109,299,717,755,695,889,707,367,287,691
220,198,285,141,126,287,575,603,681,842,289,267,207,697
151,109,354,172,137,321,706,738,601,742,409,189,223,701
146,115,326,112,96,298,647,639,616,810,648,246,239,705
532,466,292,174,150,297,642,611,646,765,308,275,249,717
298,239,319,168,133,323,765,744,629,787,482,191,227,732
318,254,320,123,102,308,748,746,656,789,437,271,359,747
248,213,297,87,75,297,698,731,616,747,664,279,237,784
370,306,310,146,121,307,700,724,646,847,362,226,175,846
164,140,300,107,92,297,664,686,537,738,559,221,237,852
313,272,294,109,97,286,585,580,610,817,268,228,230,887
430,364,302,107,97,282,626,704,723,921,551,187,219,890
347,297,299,124,108,294,747,716,678,782,417,202,219,891
544,453,308,95,84,291,716,661,603,733,340,238,243,904
101,71,362,138,81,435,680,615,667,803,484,257,229,928
142,119,304,107,92,297,621,672,551,731,547,202,238,932
206,180,292,111,93,304,729,727,611,739,487,244,341,938
216,183,303,112,99,290,705,750,600,877,539,275,374,958
165,137,308,189,157,307,629,647,628,820,543,283,237,970
180,144,320,76,64,300,723,726,643,738,503,245,229,973
174,161,277,106,94,291,633,619,686,789,496,251,626,996
335,276,311,160,130,315,748,756,613,737,446,174,235,996
256,218,300,86,73,300,667,690,566,852,482,217,186,1002
366,324,289,94,80,300,605,698,607,803,483,243,294,1023
284,245,297,96,82,299,710,694,638,808,545,197,231,1023
144,111,334,120,100,307,632,685,642,885,707,289,265,1023
