"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-APC-A :: CD11c","Comp-APC-Cy7-A :: CD452","Comp-AmCyan-A :: L_D","Comp-BV711-A :: MHCII","Comp-PE-A :: CD11b","Comp-PE-Cy7-A :: Ly6G","Comp-Pacific Blue-A :: Ly6C","Time"
335,297,288,112,102,281,286,602,643,445,827,267,811,220
286,254,288,94,81,297,336,697,621,625,833,268,788,222
330,290,291,96,86,286,512,680,678,827,809,286,695,289
235,208,290,90,76,302,404,683,624,698,826,268,802,368
264,237,286,381,337,289,375,654,622,374,853,274,697,412
258,225,293,124,110,290,259,697,704,501,861,314,822,542
262,237,283,123,111,286,262,611,592,425,838,288,804,590
195,170,294,84,75,286,270,602,569,370,770,285,770,757
311,273,292,79,71,285,248,641,663,491,856,289,849,767
230,194,304,94,82,293,206,623,542,406,844,255,783,795
248,212,299,79,69,290,221,630,588,539,803,260,853,816
302,265,292,116,106,280,338,626,544,454,765,259,709,880
289,253,292,87,76,294,297,682,571,655,819,273,749,894
253,222,292,94,85,283,334,704,636,406,817,235,776,932
220,175,322,58,45,329,184,635,565,415,865,351,775,943
