"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-APC-A :: CD19","Comp-APC-Cy7-A :: CD4","Comp-AmCyan-A :: L_D","Comp-BV711-A :: CD8","Comp-FITC-A :: CD49b","Comp-PE-A :: CD45","Comp-PE-Cy7-A :: TCRb","Comp-Pacific Blue-A :: NKp46","Time"
593,487,312,319,266,308,264,226,653,276,445,761,268,495,0
438,412,272,189,172,281,255,286,618,277,475,735,239,520,1
490,459,273,124,114,278,243,248,434,231,371,644,220,458,3
325,287,290,94,87,277,240,237,509,230,388,663,237,471,4
350,323,277,57,54,273,248,234,571,222,450,699,234,413,5
431,395,279,142,127,285,244,222,582,240,469,787,243,435,6
389,292,341,279,209,342,302,571,700,247,540,698,264,391,11
208,177,302,130,117,285,250,232,549,240,393,707,241,560,26
445,414,275,145,133,280,255,219,556,250,435,726,245,531,32
430,392,281,132,123,275,243,220,445,262,461,720,263,535,39
314,282,286,117,107,281,256,220,567,237,472,707,248,466,47
335,290,296,166,151,281,256,221,539,255,368,726,301,544,59
402,367,280,115,100,293,239,230,629,246,398,698,261,521,70
415,391,271,94,84,287,256,220,462,229,382,709,232,483,72
365,315,297,133,121,282,252,228,572,224,635,690,242,445,74
362,325,285,82,76,276,262,228,505,252,425,766,243,556,76
462,390,303,169,137,317,261,221,585,249,510,595,237,426,77
615,571,276,96,92,268,256,252,535,266,437,675,241,542,80
431,392,282,213,187,292,263,243,641,265,524,750,252,556,89
725,670,277,113,103,279,271,234,559,239,511,691,244,388,90
286,258,284,124,115,278,231,227,483,248,394,754,244,624,95
519,480,276,94,89,273,243,246,569,233,495,680,250,463,108
315,281,286,111,100,285,248,243,560,259,386,747,255,508,113
248,214,297,117,104,288,249,234,504,254,489,676,245,421,115
297,240,318,154,140,283,251,230,593,231,383,740,237,534,139
410,372,283,98,90,279,259,224,585,245,411,722,222,539,146
513,461,285,132,120,283,274,535,543,258,467,723,270,533,159
317,276,294,85,77,281,241,243,568,252,507,715,238,423,166
420,384,280,91,84,279,231,229,515,266,365,692,237,556,169
360,311,296,113,101,288,266,234,582,251,433,687,238,410,172
