"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-APC-A :: CD19","Comp-APC-Cy7-A :: CD4","Comp-AmCyan-A :: L_D","Comp-BV711-A :: CD8","Comp-FITC-A :: CD49b","Comp-PE-A :: CD45","Comp-PE-Cy7-A :: TCRb","Comp-Pacific Blue-A :: NKp46","Time"
312,260,308,128,111,297,261,229,547,232,394,713,235,546,3
517,456,290,131,123,272,236,227,579,230,453,682,240,388,8
309,278,285,139,125,284,245,218,710,236,414,702,242,557,19
441,400,282,72,66,277,246,232,610,250,527,678,237,509,20
510,477,274,100,90,286,254,234,606,257,547,726,254,409,25
476,442,276,168,154,279,271,225,600,262,507,665,242,476,48
386,355,278,99,94,271,243,219,554,232,379,624,242,420,53
406,364,285,82,78,269,232,249,551,237,632,646,236,415,55
338,293,295,194,166,298,258,577,578,283,446,685,249,391,72
549,492,286,129,121,272,248,232,569,227,581,646,234,416,75
430,394,280,161,144,285,245,226,553,245,430,659,254,382,77
262,233,288,122,103,303,255,242,614,228,384,711,246,521,79
560,515,279,81,77,272,244,237,546,244,482,623,232,383,83
392,349,287,102,94,277,247,224,428,238,447,679,232,478,90
323,279,296,115,101,291,257,231,582,229,515,730,244,451,111
583,536,278,119,109,279,231,223,532,241,422,683,243,428,113
409,371,282,94,85,284,253,242,548,230,417,686,241,437,124
562,511,282,138,129,276,245,217,564,249,374,674,245,415,124
281,250,288,130,121,274,245,249,552,244,410,662,241,575,129
383,342,287,171,157,278,248,221,623,249,469,645,242,561,134
479,436,281,117,110,271,241,249,598,252,525,646,239,396,141
329,301,280,112,99,291,254,213,545,240,397,636,247,479,157
262,231,290,98,87,288,240,225,431,226,377,677,224,506,166
365,325,287,89,81,282,249,234,480,233,407,658,231,397,173
273,228,307,87,78,285,236,215,556,244,517,651,244,420,176
338,290,299,93,84,282,251,229,471,243,361,695,227,429,206
325,288,289,81,76,275,237,232,489,227,398,727,234,500,214
417,382,280,154,137,288,252,566,549,250,434,705,238,431,224
429,384,286,110,104,271,247,234,579,232,458,632,236,416,226
490,458,274,100,92,277,262,240,615,249,447,679,242,396,226
414,366,290,204,181,289,265,609,555,254,530,820,319,612,236
655,579,290,133,112,305,265,237,640,233,472,724,245,483,241
568,524,278,90,82,282,242,239,560,250,447,689,247,537,242
399,359,284,148,127,299,245,219,617,257,433,667,255,609,254
297,269,283,121,114,270,253,227,718,245,526,758,240,515,260
259,235,282,81,75,275,245,231,713,232,408,651,239,408,261
514,448,294,139,128,278,258,235,564,242,472,649,234,430,276
452,411,282,105,92,293,253,233,555,239,495,681,229,427,301
489,424,295,126,112,287,235,223,597,265,473,699,250,517,304
601,528,291,241,212,291,274,245,616,232,428,716,238,457,314
298,256,297,207,178,298,258,629,611,261,446,701,277,471,330
498,448,284,127,117,279,257,238,663,241,460,705,226,396,338
267,240,284,97,88,282,249,223,556,231,416,673,238,486,354
447,407,281,88,82,276,249,236,518,227,625,670,232,417,364
410,362,290,201,166,310,253,228,634,248,518,726,253,560,368
308,266,296,92,85,276,247,244,531,220,355,646,223,511,374
250,225,284,134,120,287,254,242,592,250,432,723,253,569,387
370,341,278,79,72,282,253,225,468,236,508,694,237,478,403
413,370,286,151,137,281,253,238,609,240,442,660,249,567,408
309,283,279,161,133,310,255,576,645,227,484,680,281,479,411
469,435,276,114,103,282,238,228,499,252,389,631,240,438,426
261,210,319,98,83,302,250,234,548,247,511,678,249,434,441
357,317,288,109,100,278,245,225,535,231,549,733,252,423,448
359,325,283,86,77,288,245,241,527,247,361,643,245,404,451
408,332,315,255,216,302,256,229,618,264,381,690,246,397,476
303,275,282,101,94,275,260,230,551,251,419,645,230,463,479
360,327,281,96,88,279,253,226,561,228,483,678,242,430,503
514,470,280,122,113,278,238,237,604,223,366,636,232,422,503
436,385,290,159,147,276,255,237,404,240,398,644,222,438,506
353,304,297,96,88,281,244,223,534,222,400,698,224,453,508
519,470,282,192,169,291,278,631,610,253,503,687,325,479,513
425,371,293,123,111,283,252,230,607,244,433,694,233,506,518
487,441,282,133,127,269,241,225,475,233,432,691,239,403,521
425,378,288,116,109,271,234,225,509,256,419,671,240,390,528
433,406,273,159,146,279,236,212,589,256,442,718,245,526,530
257,224,293,108,100,278,232,218,581,237,410,664,248,532,530
399,339,302,120,108,284,249,232,684,241,451,694,247,552,534
342,303,289,113,103,282,230,224,643,244,364,669,244,536,562
429,383,286,125,116,275,246,233,585,233,547,703,230,463,568
467,422,283,129,117,282,271,227,523,254,431,685,239,529,577
493,457,277,126,114,282,241,232,554,239,454,730,241,391,583
317,273,297,83,77,278,259,218,557,261,404,661,262,552,616
498,433,295,143,128,286,245,565,612,265,378,676,252,483,617
191,164,298,73,64,292,256,231,572,232,431,656,247,403,619
434,400,278,126,119,271,238,227,501,248,487,673,237,395,628
424,384,283,157,143,280,257,234,624,249,425,687,266,625,633
276,254,278,67,63,272,254,239,582,246,550,713,251,456,645
404,367,282,130,121,276,241,225,434,252,361,625,240,443,658
244,206,303,104,93,288,260,240,629,220,416,670,237,395,664
359,316,292,94,87,277,226,241,501,228,422,649,227,455,664
274,255,276,110,100,282,249,234,699,230,381,663,235,454,667
372,346,275,93,85,280,259,229,594,244,393,685,242,503,700
386,350,282,117,107,279,254,224,612,234,518,670,233,417,707
407,349,298,186,172,277,274,214,597,255,432,677,235,463,714
435,393,283,101,94,274,247,474,520,255,432,678,251,405,716
503,459,281,134,120,286,256,240,537,245,409,696,225,488,723
423,380,285,128,111,296,261,232,504,249,436,708,255,460,728
366,326,287,145,130,284,244,607,584,249,395,685,279,499,732
416,369,288,140,129,277,245,229,437,252,409,673,243,454,732
517,449,295,111,102,279,255,247,495,245,572,653,249,394,746
375,342,280,117,105,286,262,245,543,229,598,660,230,412,751
390,334,299,177,155,292,261,227,592,230,459,702,246,383,760
337,292,295,145,129,288,260,516,539,243,520,704,271,531,770
340,310,281,79,73,277,241,239,473,223,486,634,233,383,771
319,286,286,121,108,287,242,224,516,258,471,731,242,533,773
395,359,282,142,128,284,246,222,591,233,580,639,230,473,778
375,332,289,151,142,272,240,237,529,240,422,711,225,498,782
339,299,290,100,93,276,244,240,520,245,478,672,225,405,783
440,401,281,124,113,280,270,226,601,238,420,673,226,481,791
257,233,283,100,90,282,237,235,580,237,424,704,235,427,798
548,497,282,127,119,273,240,220,577,250,459,682,235,509,798
